algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_threshold_honest,balance_threshold_attacker
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,98,0.0,0.887188980182012,0.37789958029985427,1.0,0.016603171896810334,nan,,1.0,1.0,30139,239,0,30,3.75,0.0,6.460834383964539,nan,6.678581746563854,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,99,0.0,0.887208310564359,0.3780177022020022,1.0,0.016395404177407424,nan,,1.0,1.0,30280,380,0,70,5.833333333333333,0.0,6.475859721501668,nan,6.6496344829451814,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,100,0.0,0.8871926448742549,0.3780862319469452,1.0,0.016247416920959948,nan,,1.0,1.0,30253,353,0,112,8.0,0.0,6.485840627125332,nan,6.615631666178489,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,101,0.0,0.8872473098834356,0.3781477098663648,1.0,0.01614390457980335,nan,,1.0,1.0,30275,375,0,86,6.615384615384615,0.0,6.481571380908672,nan,6.567348397597665,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,102,0.0,0.8872323101758957,0.3782975898186366,1.0,0.01599374122917652,nan,,1.0,1.0,30753,853,0,120,7.0588235294117645,0.0,6.485452651977539,nan,6.5276181976261,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,103,0.0,0.8872196447849273,0.3784573288758596,1.0,0.015845308272788922,nan,,1.0,1.0,30512,612,0,160,8.88888888888889,0.0,6.520554012722439,nan,6.51934030647984,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,104,0.0,0.887228644490242,0.37855300555626553,1.0,0.01563346211488048,nan,,1.0,1.0,30560,660,0,104,6.933333333333334,0.0,6.513627624511718,nan,6.469143505404537,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,105,0.0,0.8872373096148173,0.37874182959397634,1.0,0.015495187742635608,nan,,1.0,1.0,30067,167,0,26,3.7142857142857144,0.0,6.529041154044015,nan,6.441365870670525,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,106,0.0,0.8872176442543666,0.3788680703441302,1.0,0.015418174592778087,nan,,1.0,1.0,30362,462,0,182,10.11111111111111,0.0,6.539150211546156,nan,6.408473295791097,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,107,0.0,0.8872649770975113,0.3789958985646566,1.0,0.015378354809557399,nan,,1.0,1.0,30398,498,0,136,8.5,0.0,6.531011462211609,nan,6.357969125863868,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,108,0.0,0.8872069791952769,0.3792545744776726,1.0,0.015220351455112299,nan,,1.0,1.0,30405,505,0,64,5.333333333333333,0.0,6.54533592859904,nan,6.3295759154175615,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,109,0.0,0.8872829763094584,0.3793188169598579,1.0,0.015047427676618099,nan,,1.0,1.0,30918,1018,0,318,12.23076923076923,0.0,6.559727705441988,nan,6.301343981258826,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,110,0.0,0.8872759775320689,0.3794575091203054,1.0,0.014926538436363141,nan,,1.0,1.0,30644,744,0,326,13.583333333333334,0.0,6.557414611180623,nan,6.257267521670457,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,111,0.0,0.8872216447194418,0.37962858567635216,1.0,0.014728501367693147,nan,,1.0,1.0,30322,422,0,102,7.285714285714286,0.0,6.57406040600368,nan,6.231469487106227,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,112,0.0,0.8872513101498286,0.3798331646124522,1.0,0.014671571596215169,nan,,1.0,1.0,30247,347,0,24,3.0,0.0,6.586481094360352,nan,6.201759713560175,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,113,0.0,0.8872203101714452,0.3800156452258428,1.0,0.014557465442145864,nan,,1.0,1.0,30261,361,0,140,8.75,0.0,6.590495228767395,nan,6.164306711727004,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,114,0.0,0.8872496445973714,0.38023149102926257,1.0,0.014353444265822569,nan,,1.0,1.0,30662,762,0,108,7.2,0.0,6.587188053131103,nan,6.120275257791369,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,115,0.0,0.8872506439685821,0.3804269606868426,1.0,0.014295778830225269,nan,,1.0,1.0,30424,524,0,110,7.333333333333333,0.0,6.5972219149271645,nan,6.088869824899799,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,116,0.0,0.8872759765386582,0.38061023940642674,1.0,0.014148247524475058,nan,,1.0,1.0,30395,495,0,286,13.0,0.0,6.603907585144043,nan,6.054541870268383,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,117,0.0,0.887323644955953,0.3807708609104157,1.0,0.014130723169073463,nan,,1.0,1.0,30286,386,0,54,4.909090909090909,0.0,6.620707902041349,nan,6.029612893838017,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,118,0.0,0.887340644200643,0.3809504739443461,1.0,0.013940824776267012,nan,,1.0,1.0,30843,943,0,320,12.8,0.0,6.622133750915527,nan,5.990839089949394,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,119,0.0,0.8873279776175816,0.38114596376816434,1.0,0.013784909121071299,nan,,1.0,1.0,30516,616,0,214,10.7,0.0,6.639348340034485,nan,5.96650302408218,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,120,0.0,0.8873093118270238,0.3812882364789645,1.0,0.013693090286105871,nan,,1.0,1.0,30664,764,0,222,10.571428571428571,0.0,6.6315566925775435,nan,5.919903131214532,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,121,0.0,0.8872893112897873,0.38156016925970715,1.0,0.013640556211272876,nan,,1.0,1.0,30381,481,0,160,9.411764705882353,0.0,6.646284776575425,nan,5.893628579159676,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,122,0.0,0.8873096438248952,0.38180529057979584,1.0,0.013400194030255079,nan,,1.0,1.0,30331,431,0,80,6.153846153846154,0.0,6.643176042116606,nan,5.851730030808065,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,123,0.0,0.8873113117615382,0.38204140384991964,1.0,0.013316112685327728,nan,,1.0,1.0,30164,264,0,44,4.888888888888889,0.0,6.65352996190389,nan,5.821908034904888,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,124,0.0,0.8873119779427846,0.3821796844402949,1.0,0.013262600824236869,nan,,1.0,1.0,30205,305,0,40,4.444444444444445,0.0,6.671116458045112,nan,5.798510522816981,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,125,0.0,0.8872903110583623,0.38241558611392973,1.0,0.013075867217654984,nan,,1.0,1.0,30524,624,0,96,6.4,0.0,6.6669206619262695,nan,5.7563596172406735,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,126,0.0,0.887332312464714,0.3826283504565557,1.0,0.012996556215609113,nan,,1.0,1.0,30150,250,0,40,5.0,0.0,6.657640039920807,nan,5.71015168029165,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,127,0.0,0.8873039770126343,0.3829088074962298,1.0,0.012859622671579321,nan,,1.0,1.0,30356,456,0,134,8.375,0.0,6.671894043684006,nan,5.684354813056941,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,128,0.0,0.8872946441173554,0.3831397325793902,1.0,0.012760861987868945,nan,,1.0,1.0,30273,373,0,78,6.5,0.0,6.701180259386699,nan,5.671370785097335,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,129,0.0,0.8872859787940979,0.38335741102695464,1.0,0.012680121315643191,nan,,1.0,1.0,30533,633,0,160,8.88888888888889,0.0,6.69162392616272,nan,5.6256533806999895,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,130,0.0,0.8873156438271205,0.38360188792149225,1.0,0.012622812073677778,nan,,1.0,1.0,30290,390,0,62,5.636363636363637,0.0,6.707225799560547,nan,5.6013031164157745,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,131,0.0,0.8873533091942469,0.38377216110626855,1.0,0.012484718287984531,nan,,1.0,1.0,30355,455,0,52,4.7272727272727275,0.0,6.6905058513988145,nan,5.550214995331715,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,132,0.0,0.8873153116305669,0.384030733803908,1.0,0.012357907928526401,nan,,1.0,1.0,30139,239,0,206,12.117647058823529,0.0,6.712317803326775,nan,5.531310847913381,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,133,0.0,0.887275643547376,0.38430786073207857,1.0,0.012228118112931648,nan,,1.0,1.0,30550,650,0,136,8.0,0.0,6.7038580670076255,nan,5.487633130515498,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,134,0.0,0.88730297823747,0.38449204156796135,1.0,0.012176096495240927,nan,,1.0,1.0,30537,637,0,100,6.666666666666667,0.0,6.713456885019938,nan,5.458975762851478,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,135,0.0,0.8872853108247121,0.3847660258412361,1.0,0.012050047681356469,nan,,1.0,1.0,30325,425,0,122,8.133333333333333,0.0,6.7208124478658045,nan,5.428644988544138,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,136,0.0,0.8872979774077734,0.38503168791532516,1.0,0.011983664737393459,nan,,1.0,1.0,30413,513,0,68,5.666666666666667,0.0,6.734357833862305,nan,5.403442794390188,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,137,0.0,0.887275309364001,0.385299141506354,1.0,0.011848809712876876,nan,,1.0,1.0,30686,786,0,130,7.647058823529412,0.0,6.7419773831087,nan,5.373612723459922,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,138,0.0,0.8873079760869345,0.3855405980348587,1.0,0.011731982864439487,nan,,1.0,1.0,30285,385,0,78,6.0,0.0,6.756075859069824,nan,5.34907014524859,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,139,0.0,0.8873339766263961,0.3857382322351138,1.0,0.011689712613200148,nan,,1.0,1.0,30551,651,0,134,7.882352941176471,0.0,6.759577442617977,nan,5.316282212604419,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,140,0.0,0.8873339784145355,0.385986165702343,1.0,0.011574995511521895,nan,,1.0,1.0,30254,354,0,54,4.909090909090909,0.0,6.7640767097473145,nan,5.284473286655163,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,141,0.0,0.8873336456219355,0.3862835643688838,1.0,0.01145223479407529,nan,,1.0,1.0,30211,311,0,154,9.625,0.0,6.773098438978195,nan,5.256362081844598,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,142,0.0,0.8872926437854767,0.3865301858385404,1.0,0.011371952630579472,nan,,1.0,1.0,30288,388,0,68,5.666666666666667,0.0,6.786739548047383,nan,5.231952257878009,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,143,0.0,0.8872946457068125,0.3867576431234678,1.0,0.011248816025132934,nan,,1.0,1.0,30371,471,0,98,7.0,0.0,6.771742412022182,nan,5.185703990438479,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,144,0.0,0.8872899772723516,0.3870236615339915,1.0,0.011180268653358022,nan,,1.0,1.0,30370,470,0,54,4.909090909090909,0.0,6.796589071100408,nan,5.170148404482369,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,145,0.0,0.8873496448993683,0.38725140422582627,1.0,0.011119624882315595,nan,,1.0,1.0,30213,313,0,160,10.0,0.0,6.782055348157883,nan,5.124813078822647,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,146,0.0,0.8873179781436921,0.3875007772445679,1.0,0.010993841346353292,nan,,1.0,1.0,30477,577,0,166,9.222222222222221,0.0,6.797129578060574,nan,5.102076341954528,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,147,0.0,0.887247976064682,0.38782564451297125,1.0,0.010961562286441524,nan,,1.0,1.0,30516,616,0,188,9.894736842105264,0.0,6.801330290342632,nan,5.071307824427751,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,148,0.0,0.8872979776064555,0.3880469008286794,1.0,0.010805287541200718,nan,,1.0,1.0,30602,702,0,78,5.571428571428571,0.0,6.812439748219082,nan,5.045840108215045,nan
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,149,0.0,0.887333312034607,0.3882934719324112,1.0,0.010728222696731488,nan,,1.0,1.0,30389,489,0,94,6.714285714285714,0.0,6.819184677941458,nan,5.017275697131931,nan
